ID,#YY,MM,DD,hh,mm,WDIR(degT),WSPD(m/s),GST(m/s),DPD(sec),APD(sec),MWD(degT),PRES(hPa),ATMP(degC),WTMP(degC),DEWP(degC),WVHT(m)
2018924950,2018,9,24,9,50,126,8.3,9.9,5,4.13,120,1020.1,17.3,20.4,14.2,1.17
20189241050,2018,9,24,10,50,121,9.1,11.2,4.76,4.15,129,1020.1,17.3,20.3,14.4,1.14
20189241150,2018,9,24,11,50,120,8.7,10.4,4.55,3.89,130,1020.2,17.2,20.3,14.2,1.08
20189241250,2018,9,24,12,50,112,8.6,10.7,4.76,3.7,134,1019.8,17.1,20.3,14.1,0.96
20189241350,2018,9,24,13,50,112,8.3,10,4.55,3.83,132,1019.7,17,20.3,14.1,1.07
20189241450,2018,9,24,14,50,105,6.5,7.8,4,3.66,129,1019.3,16.7,20.3,14.3,0.89
20189241550,2018,9,24,15,50,101,5.1,6.2,4,3.6,131,1019.2,17.1,20.4,14.8,0.82
20189241650,2018,9,24,16,50,98,5.3,6,4,3.59,115,1018.8,17.3,20.4,14.9,0.75
20189241750,2018,9,24,17,50,90,5.3,6,4,3.44,106,1017.8,17.8,20.4,15,0.57
20189241850,2018,9,24,18,50,80,5.4,6.6,3.7,3.28,112,1016.3,18.7,20.4,15.5,0.49
20189241950,2018,9,24,19,50,68,4.6,5.4,3.45,3.07,128,1015.3,19.4,20.4,16.3,0.43
20189242050,2018,9,24,20,50,94,3.5,4.1,3.33,3.12,108,1014.6,20.4,20.4,16.8,0.42
20189242150,2018,9,24,21,50,130,6,7.5,3.45,3.18,71,1013.9,20.5,20.4,17.5,0.42
20189242250,2018,9,24,22,50,126,7.6,8.6,3.33,3.07,61,1013.5,20.2,20.4,17.9,0.45
20189242350,2018,9,24,23,50,141,7.3,8.3,3.23,3.12,96,1013.6,20.1,20.4,18.1,0.57
2018925050,2018,9,25,0,50,135,7.4,8.3,3.7,3.28,101,1013.6,19.8,20.4,18,0.63
2018925150,2018,9,25,1,50,129,9.1,10.9,4.17,3.46,113,1013.1,19.9,20.4,18.2,0.8
2018925250,2018,9,25,2,50,134,7.5,8.5,3.85,3.52,133,1013.4,19.9,20.4,18.3,0.82
2018925350,2018,9,25,3,50,143,6.7,8.1,3.7,3.38,136,1013.4,20,20.4,18.4,0.68
2018925450,2018,9,25,4,50,148,6.2,7.3,3.57,3.3,128,1013,20.1,20.4,18.7,0.63
2018925550,2018,9,25,5,50,169,6.5,8.1,3.7,3.22,133,1012.5,20.2,20.4,18.9,0.56
2018925650,2018,9,25,6,50,175,6,7,3.57,3.23,127,1012.3,20.3,20.4,19.2,0.58
2018925750,2018,9,25,7,50,181,4.7,5.4,3.57,3.24,133,1012.2,20.3,20.3,19.3,0.55
2018925850,2018,9,25,8,50,193,5.1,6.1,3.57,3.07,136,1012.2,20.2,20.3,19.3,0.41
2018925950,2018,9,25,9,50,179,4.6,6,3.23,3.01,141,1012.1,20.2,20.3,19.4,0.37
20189251050,2018,9,25,10,50,178,5,5.9,3.03,2.9,142,1012.2,20.2,20.3,19.5,0.33
20189251150,2018,9,25,11,50,183,4.9,5.4,2.94,2.81,145,1012.3,20.2,20.2,19.6,0.29
20189251250,2018,9,25,12,50,194,4.2,4.9,2.94,2.81,145,1012.2,20.2,20.2,19.6,0.29
20189251350,2018,9,25,13,50,198,4.7,6.1,2.94,2.9,146,1012.2,20.2,20.2,19.6,0.31
20189251450,2018,9,25,14,50,193,5.7,6.6,3.23,2.86,147,1012.2,20.6,20.3,19.7,0.31
20189251550,2018,9,25,15,50,208,3.3,4.3,3.13,2.91,155,1011.5,20.6,20.4,19.7,0.32
20189251650,2018,9,25,16,50,171,6.7,8,3.13,2.86,165,1011.4,20,20.5,19.5,0.26
20189251750,2018,9,25,17,50,183,6.5,8,3.03,2.85,160,1011.2,20.6,20.5,19.9,0.38
20189251850,2018,9,25,18,50,193,5.2,6,3.33,3.02,157,1010.6,21,20.6,19.5,0.45
20189251950,2018,9,25,19,50,186,3.3,4,3.33,3.03,162,1009.1,21.1,20.6,19.7,0.4
20189252050,2018,9,25,20,50,155,3.8,4.4,3.33,2.95,167,1008.4,21.3,20.7,19.9,0.31
20189252150,2018,9,25,21,50,163,4.5,5.2,3.23,2.93,172,1008,21.3,20.7,20,0.31
20189252250,2018,9,25,22,50,152,5.5,6.3,3.33,2.83,171,1007.8,21.1,20.7,19.9,0.31
20189252350,2018,9,25,23,50,181,8.7,10.3,2.94,2.65,169,1007.3,21.2,20.6,19.4,0.32
2018926050,2018,9,26,0,50,275,9.3,11.4,3.03,2.92,180,1007.4,20.5,20.5,18,0.51
2018926150,2018,9,26,1,50,288,3.2,4.4,3.33,3,218,1008.6,19.2,20.4,16.8,0.49
2018926250,2018,9,26,2,50,300,7.4,9.6,3.7,3.1,194,1009.8,19.2,20.4,16.4,0.45
2018926350,2018,9,26,3,50,314,9.5,10.8,3.57,3.19,262,1010.8,18.8,20.4,15.9,0.7
2018926450,2018,9,26,4,50,310,10.8,13.2,4.35,3.76,291,1011.4,17.9,20.3,15.2,1.08
2018926550,2018,9,26,5,50,304,11,13.6,5,4.25,302,1011.9,17.2,20.3,13.7,1.54
2018926650,2018,9,26,6,50,310,12.1,14.4,5.56,4.43,314,1012.7,15.9,20.2,12.2,1.56
2018926750,2018,9,26,7,50,320,11.1,13.2,5.88,4.8,326,1013.2,15.2,20.2,10.6,1.79
2018926850,2018,9,26,8,50,326,10.7,13.4,6.25,4.7,347,1013.6,14.8,20.2,9.8,1.72
2018926950,2018,9,26,9,50,318,10.8,13.4,5.88,4.78,349,1014.4,14.2,20.2,10,1.75
20189261050,2018,9,26,10,50,317,10.4,12.5,5.88,4.86,347,1015.4,14,20.2,9.8,1.76
20189261150,2018,9,26,11,50,309,10.6,12.6,6.25,4.85,330,1016.2,13.3,20.2,9.2,1.72
20189261250,2018,9,26,12,50,304,9.4,11.5,5.88,4.78,330,1017.1,13.3,20.1,8.9,1.62
20189261350,2018,9,26,13,50,307,9.4,11.5,6.25,4.82,339,1017.3,13.3,20.1,8.2,1.51
20189261450,2018,9,26,14,50,312,8.5,10.4,6.25,4.82,358,1018.3,13.7,20.1,7,1.5
20189261550,2018,9,26,15,50,308,7.4,11.1,5.26,4.84,324,1018.9,13.6,20.1,6.8,1.38
20189261650,2018,9,26,16,50,284,6.4,7.9,6.25,4.78,336,1018.9,13.9,20.1,7.1,1.27
20189261750,2018,9,26,17,50,275,6.3,7.9,6.25,4.79,337,1019.1,14.7,20.2,7.7,1.19
20189261850,2018,9,26,18,50,278,6.6,8.9,6.67,4.51,337,1018.7,15.5,20.2,7.4,1.04
20189261950,2018,9,26,19,50,264,5.2,7.8,6.25,4.36,332,1018.8,16.2,20.3,7.3,0.91
20189262050,2018,9,26,20,50,256,3.8,5.1,6.25,4.34,330,1018.7,16.6,20.3,6.8,0.87
20189262150,2018,9,26,21,50,215,4.2,6.2,5.88,4.28,323,1018.6,16.8,20.2,7.7,0.84
20189262250,2018,9,26,22,50,192,4,5.3,5.88,4.18,333,1018.6,16.8,20.2,7.6,0.76
20189262350,2018,9,26,23,50,195,4.3,6.2,5.26,4.17,324,1018.9,17,20.1,8.9,0.73
2018927050,2018,9,27,0,50,200,6.2,7.9,5.88,3.91,336,1019.2,17,20.1,10.3,0.66
2018927150,2018,9,27,1,50,304,6,7.7,5.56,3.73,348,1019.4,17.6,20.1,7.5,0.61
2018927250,2018,9,27,2,50,290,5.8,7.3,3.23,3.53,225,1019.3,17.5,20.1,6.6,0.64
2018927350,2018,9,27,3,50,281,6.5,7.9,3.23,3.39,231,1019.4,17.4,20.1,5.5,0.63
2018927450,2018,9,27,4,50,296,5.9,7.3,5,3.62,348,1019.3,17.2,20.1,5.6,0.64
2018927550,2018,9,27,5,50,286,5.6,6.8,3.7,3.34,227,1019.2,17,20,5.6,0.57
2018927650,2018,9,27,6,50,283,5.4,7,3.57,3.33,248,1019.1,16.9,20,5.3,0.48
2018927750,2018,9,27,7,50,274,4.7,6.3,3.57,3.3,254,1018.8,16.7,20,4.5,0.48
2018927850,2018,9,27,8,50,261,4.2,5.5,3.33,3.26,247,1019.1,16.6,20,4.5,0.45
2018927950,2018,9,27,9,50,236,2.6,4,3.33,3.21,259,1018.7,16.6,20,4.6,0.39
20189271050,2018,9,27,10,50,211,4.1,5.4,3.45,3.17,256,1018.8,16.6,20,5.1,0.33
20189271150,2018,9,27,11,50,215,4.7,5.7,3.33,3.03,238,1018.9,16.7,20,5,0.31
20189271250,2018,9,27,12,50,214,5.9,7.8,2.86,2.87,220,1018.9,16.9,20,5.7,0.3
20189271350,2018,9,27,13,50,219,6.8,8.3,3.03,2.92,202,1018.3,16.8,20,6.4,0.4
20189271450,2018,9,27,14,50,202,7.4,9.4,3.45,3.1,213,1017.6,16.9,20,7.5,0.5
20189271550,2018,9,27,15,50,203,7,8.9,3.85,3.23,212,1017,16.8,20,5.8,0.61
20189271650,2018,9,27,16,50,209,7.3,8.6,3.85,3.28,199,1017,16.8,20,6,0.69
20189271750,2018,9,27,17,50,210,8.1,10.3,3.7,3.33,196,1016.3,16.8,20,7.1,0.7
20189271850,2018,9,27,18,50,194,7.3,9.4,4,3.34,189,1015.4,16.8,20,7.1,0.68
20189271950,2018,9,27,19,50,202,7.4,9.4,4,3.54,185,1014.5,17.3,20.1,8,0.76
20189272050,2018,9,27,20,50,188,7.4,8.8,3.85,3.61,176,1013.9,17.6,20.1,8.1,0.7
20189272150,2018,9,27,21,50,185,8.9,10.5,4.35,3.74,164,1013.3,17.8,20,8.5,0.81
20189272250,2018,9,27,22,50,185,8.9,10.5,4.76,3.86,160,1012.8,18,20,9.1,0.88
20189272350,2018,9,27,23,50,183,9.8,11.4,4.76,3.93,166,1012.2,18.5,19.9,9.9,0.94
2018928050,2018,9,28,0,50,188,8.7,10.8,4.55,4.1,162,1012.4,19.3,19.9,10.3,1.08
2018928150,2018,9,28,1,50,202,8.8,10.2,4.76,4.17,168,1012.8,19.7,19.9,10.2,1.14
2018928250,2018,9,28,2,50,209,9.5,11.2,4.76,4.06,163,1013.1,19.8,19.9,9.8,1.13
2018928350,2018,9,28,3,50,222,9.4,11.7,4.76,3.97,166,1013.2,19.7,19.9,9.6,1.1
2018928450,2018,9,28,4,50,223,10.4,12.4,5,3.97,157,1013.1,19.6,19.9,10.2,1.09
2018928550,2018,9,28,5,50,243,10.3,12.9,4.76,3.93,166,1013.3,19.4,19.9,10.3,1.1
2018928650,2018,9,28,6,50,281,8.4,10.6,4.76,3.93,174,1013.8,18.3,19.8,10,1.06
2018928750,2018,9,28,7,50,297,7.1,8.4,4.76,3.91,185,1014.1,17.5,19.8,10.4,1.01
2018928850,2018,9,28,8,50,270,4.6,5.5,4.55,3.88,173,1014.3,17.2,19.8,10.7,0.84
2018928950,2018,9,28,9,50,286,6.9,8.1,5,3.91,155,1014.6,16.9,19.8,10.1,0.84
20189281050,2018,9,28,10,50,284,7,8.8,5,3.89,152,1015.2,16.6,19.8,10.4,0.85
20189281150,2018,9,28,11,50,287,7.1,8.3,3.57,3.6,239,1015.7,16.2,19.7,10.4,0.83
20189281250,2018,9,28,12,50,290,6.4,7.7,3.85,3.59,232,1016.5,15.8,19.7,10.6,0.77
20189281350,2018,9,28,13,50,283,5.6,7.2,3.45,3.55,269,1017,15.9,19.7,10.3,0.69
20189281450,2018,9,28,14,50,307,7.1,8.6,4,3.45,303,1017.8,15.6,19.7,8.8,0.69
20189281550,2018,9,28,15,50,318,7.4,9.3,4,3.5,302,1018.7,15,19.6,10.5,0.71
20189281650,2018,9,28,16,50,323,6.7,8.4,3.7,3.62,323,1018.8,14.2,19.6,9.4,0.77
20189281750,2018,9,28,17,50,315,6.1,8.6,4.55,3.72,344,1019.3,14,19.6,8.5,0.79
20189281850,2018,9,28,18,50,298,6.9,8.6,4.55,3.81,315,1019.8,14.1,19.5,7.3,0.77
20189281950,2018,9,28,19,50,292,6.9,8.9,5,3.96,313,1020.3,14.1,19.6,6.9,0.89
20189282050,2018,9,28,20,50,251,7.2,9.6,5,4.04,297,1020.9,14,19.6,4.1,0.83
20189282150,2018,9,28,21,50,273,5.7,8.7,5,3.84,298,1021.2,13.8,19.6,4.1,0.83
20189282250,2018,9,28,22,50,292,8.5,10.8,4.76,3.71,307,1021.3,13.5,19.6,7.2,0.82
20189282350,2018,9,28,23,50,291,7.5,9.5,4.55,3.71,304,1021.9,13,19.6,6.3,0.86
2018929050,2018,9,29,0,50,294,7.6,9.9,4.35,3.76,297,1022.4,13.1,19.6,6.6,0.93
2018929150,2018,9,29,1,50,302,8.3,10.1,4.55,3.68,316,1023,13,19.5,5.8,0.91
2018929250,2018,9,29,2,50,303,8,10.7,4.55,3.79,315,1023.5,12.9,19.5,5.2,1.07
2018929350,2018,9,29,3,50,328,8.4,10.1,4.17,3.81,298,1023.9,12.9,19.4,4.1,1.1
2018929450,2018,9,29,4,50,332,8.5,10.7,4.76,3.89,327,1024,12.6,19.4,3.3,1.09
2018929550,2018,9,29,5,50,319,7.5,10.3,4.76,3.83,331,1024.6,12.7,19.3,3.5,0.99
2018929650,2018,9,29,6,50,323,7.7,10,4.76,3.86,338,1024.9,12.7,19.2,3.7,0.99
2018929750,2018,9,29,7,50,309,7.2,9.6,4.55,3.88,339,1025.2,12.7,19.2,2.8,0.97
2018929850,2018,9,29,8,50,314,6.5,8.6,5,3.92,323,1025.4,12.6,19.2,3,0.97
2018929950,2018,9,29,9,50,333,7.1,9.1,5,3.98,333,1026,12.3,19.2,4.1,0.94
20189291050,2018,9,29,10,50,344,6.3,7.5,5,4.55,344,1026.7,12.2,19.1,3.4,1.16
20189291150,2018,9,29,11,50,336,6,7.8,5,4.25,345,1027.2,12.1,19.1,2.1,1
20189291250,2018,9,29,12,50,339,3,4.7,5,4.06,330,1027.3,12.2,19.1,-0.4,0.8
20189291350,2018,9,29,13,50,324,4.7,6.7,4.76,3.99,338,1027.7,12.4,19.1,0.2,0.74
20189291450,2018,9,29,14,50,327,2.9,5.1,4.55,3.91,341,1028.4,12.3,19.2,1.2,0.65
20189291550,2018,9,29,15,50,324,3.2,5.5,4.35,3.78,333,1028.4,12.3,19.3,0.8,0.58
20189291650,2018,9,29,16,50,325,3.2,4.9,4.35,3.84,356,1028.5,12.2,19.4,1.7,0.56
20189291750,2018,9,29,17,50,347,2.9,4.1,5.88,4.17,38,1027.5,12.3,19.4,2.2,0.59
20189291850,2018,9,29,18,50,345,2.5,3.7,5.26,4.36,17,1027.6,12.2,19.4,1.8,0.63
20189291950,2018,9,29,19,50,299,1.2,2.6,5.26,4.29,25,1027.2,12.2,19.4,1.2,0.59
20189292050,2018,9,29,20,50,45,1.7,3.1,5.26,4.3,38,1027,12.1,19.4,1.8,0.57
20189292150,2018,9,29,21,50,70,1.9,3.7,5,4.1,21,1026.7,12.1,19.3,3.1,0.53
20189292250,2018,9,29,22,50,45,1.8,2.9,4.76,4.04,9,1026.5,12.3,19.3,2.4,0.5
20189292350,2018,9,29,23,50,76,2.6,4.3,4.55,3.85,15,1026.4,12.6,19.3,3.1,0.45
2018930050,2018,9,30,0,50,58,3.4,5,4.35,3.82,35,1026.8,12.6,19.2,3.3,0.41
2018930150,2018,9,30,1,50,64,4.7,6.1,4.55,3.71,27,1026.4,11.9,19.2,4.8,0.39
2018930250,2018,9,30,2,50,52,6,7.7,4.17,3.58,28,1025.8,11.8,19.1,5.1,0.36
2018930350,2018,9,30,3,50,49,6.4,8.1,4.76,3.22,34,1025.8,11.9,19.1,4.4,0.37
2018930450,2018,9,30,4,50,55,6.2,8.4,2.6,2.95,68,1025.6,10.7,19.1,5.2,0.41
2018930550,2018,9,30,5,50,60,7.8,9.9,3.03,2.96,60,1024.9,10.6,19,6.9,0.51
2018930650,2018,9,30,6,50,83,7.6,9.6,3.23,3.08,74,1025,10.1,19,6.3,0.62
2018930750,2018,9,30,7,50,77,7.7,9.2,3.57,3.24,85,1025,9.9,19.1,6.3,0.66
2018930850,2018,9,30,8,50,75,7.6,10,4,3.41,87,1024.8,10.2,19.1,6.4,0.71
2018930950,2018,9,30,9,50,72,9.2,11,4.17,3.62,79,1024.5,9.8,19.1,7.6,0.87
20189301050,2018,9,30,10,50,75,9.4,10.8,4.17,3.87,83,1024.3,10.2,19.1,8.1,1.01
20189301150,2018,9,30,11,50,78,9.8,11.4,5.26,4.13,70,1023.8,10.4,19.1,8.5,1.1
20189301250,2018,9,30,12,50,87,8.8,10.6,5.26,4.27,71,1023.7,10.7,19.1,8.7,1.22
20189301350,2018,9,30,13,50,93,7.5,8.9,5,4.12,76,1023.6,10.8,19.1,8.8,1.08
20189301450,2018,9,30,14,50,98,7.2,8.6,5.26,4.17,67,1023.3,11.3,19.1,9.3,1.04
20189301550,2018,9,30,15,50,95,6.5,8.3,5.56,4.18,65,1023.1,11.4,19,9.4,0.93
20189301650,2018,9,30,16,50,97,5.2,6.8,4.76,4.19,84,1023,11.9,19,9.8,0.98
20189301750,2018,9,30,17,50,98,4.5,5.8,5,4.06,83,1022.3,12.4,19,10.4,0.86
20189301850,2018,9,30,18,50,92,3,3.9,4.55,4.09,90,1022.1,12.3,19,10.9,0.84
20189301950,2018,9,30,19,50,49,3.3,4.2,4.35,3.78,102,1021.9,13.1,19,11.3,0.63
20189302050,2018,9,30,20,50,48,3.6,4.7,4.35,3.63,103,1021.9,13.4,19,11.2,0.52
20189302150,2018,9,30,21,50,33,6.2,7.5,3.7,3.34,97,1022.2,13.4,19,11.4,0.47
20189302250,2018,9,30,22,50,55,6.4,8.1,3.57,2.94,94,1021.7,13.3,19,10.9,0.45
2019561640,2019,5,6,16,40,8,3.9,5.4,2.47,2.44,165,1017.9,3.8,3.6,3,0.27
2019561740,2019,5,6,17,40,9,4.3,5.4,2.94,2.88,331,1017.5,3.6,3.6,2.9,0.35
2019561840,2019,5,6,18,40,326,2.1,2.8,3.23,3.02,336,1018.4,3.7,3.6,2.8,0.39
2019561940,2019,5,6,19,40,346,4.1,4.8,4,3.37,326,1018.1,3.8,3.6,2.8,0.47
2019562040,2019,5,6,20,40,331,5.7,7.1,4.17,3.43,334,1017.6,3.9,3.6,2.8,0.52
2019562140,2019,5,6,21,40,348,6.6,8.1,4,3.31,342,1018,4,3.6,2.8,0.57
2019562240,2019,5,6,22,40,5,6,7.1,4,3.52,344,1018.6,4.1,3.6,2.9,0.75
2019562340,2019,5,6,23,40,7,6.2,7.7,4.76,3.83,346,1018.8,4,3.5,3,0.87
201957040,2019,5,7,0,40,9,6.9,8.4,5,3.78,354,1019.5,4.2,3.5,2.9,0.89
201957140,2019,5,7,1,40,12,6.8,8,5.26,3.95,1,1020.4,4.7,3.5,2.9,0.94
201957240,2019,5,7,2,40,11,6.7,8.2,4.76,3.97,358,1020.4,4.7,3.5,2.8,0.93
201957340,2019,5,7,3,40,9,4.7,5.3,5,3.98,0,1020.5,4.7,3.5,2.7,0.88
201957440,2019,5,7,4,40,357,3.9,4.5,5,4.1,6,1020.5,4.7,3.5,2.9,0.8
201957540,2019,5,7,5,40,5,4,5,5,3.99,12,1020.8,4.7,3.5,3.2,0.75
201957640,2019,5,7,6,40,3,6.3,7.7,4.55,3.71,12,1020.2,4.2,3.5,3,0.67
201957740,2019,5,7,7,40,3,4.2,5,4.76,3.75,17,1021.6,4.4,3.5,3.3,0.6
201957840,2019,5,7,8,40,23,5.1,6.2,4.55,3.53,6,1021.1,4.7,3.5,3.7,0.5
201957940,2019,5,7,9,40,13,5.6,6.6,4.55,3.14,8,1022,4.8,3.5,3.7,0.47
2019571040,2019,5,7,10,40,21,6.4,7.7,4.17,3.22,2,1022.4,4.5,3.5,3.4,0.55
2019571140,2019,5,7,11,40,21,6.4,7.6,3.7,3.44,4,1023.3,4.7,3.5,3.5,0.56
2019571240,2019,5,7,12,40,35,5,6.1,4.17,3.52,352,1024.5,4.7,3.5,3.3,0.64
2019571340,2019,5,7,13,40,18,5.9,6.8,4,3.59,351,1025.2,4.4,3.6,3,0.61
2019571440,2019,5,7,14,40,28,6,7.1,4.35,3.58,352,1025.5,4.4,3.6,2.5,0.64
2019571540,2019,5,7,15,40,21,5.9,6.9,12.9,3.84,345,1026.4,4.4,3.6,2,0.73
2019571640,2019,5,7,16,40,27,4.3,5.1,5,3.69,346,1026.7,4.5,3.6,1.8,0.69
2019571740,2019,5,7,17,40,7,5.8,7.1,5,3.67,351,1026.5,4,3.6,1.5,0.7
2019571840,2019,5,7,18,40,3,6.7,8.1,3.45,3.49,354,1026.4,3.7,3.6,1.3,0.71
2019571940,2019,5,7,19,40,359,6,7.1,3.7,3.63,353,1026.5,3.7,3.6,1.4,0.75
2019572040,2019,5,7,20,40,3,5.4,6.6,4.76,3.62,350,1026.3,3.8,3.6,1.3,0.69
2019572140,2019,5,7,21,40,5,5.3,6.6,4.76,3.69,349,1025.9,3.8,3.6,1.2,0.74
2019572240,2019,5,7,22,40,8,5.5,6.8,4.35,3.78,356,1025.8,3.9,3.6,1,0.78
2019572340,2019,5,7,23,40,7,3.2,4.2,4.76,3.95,357,1026,4,3.6,0.8,0.81
201958040,2019,5,8,0,40,358,4.3,5.4,4.76,3.89,358,1025.6,3.9,3.6,1.1,0.8
201958140,2019,5,8,1,40,2,5.4,6.4,5,4.02,4,1025.5,4,3.6,1,0.83
201958240,2019,5,8,2,40,14,4.5,5.5,5.26,4.13,6,1025.5,4.1,3.6,1,0.85
201958340,2019,5,8,3,40,13,4.5,5.5,5.26,4.07,8,1025.5,4.4,3.6,1.2,0.8
201958440,2019,5,8,4,40,41,2.9,3.5,5,4.09,13,1025.2,4.2,3.5,1.8,0.76
201958540,2019,5,8,5,40,61,2.9,3.4,5,3.97,8,1024.8,3.8,3.5,2.3,0.64
201958640,2019,5,8,6,40,66,2.8,3.3,4.55,3.81,5,1024.4,4,3.5,2.4,0.59
201958740,2019,5,8,7,40,68,3.5,4.6,4.55,3.79,4,1024.4,4.4,3.5,2.6,0.53
201958840,2019,5,8,8,40,71,5.8,7.1,4.55,3.69,3,1024.2,5.3,3.5,2.5,0.46
201958940,2019,5,8,9,40,69,6.7,7.9,4.35,3.43,7,1024,5,3.5,2.3,0.5
2019581040,2019,5,8,10,40,74,6.9,8.2,4.35,3.16,3,1024.1,5.1,3.5,1.2,0.52
2019581140,2019,5,8,11,40,70,7.2,8.5,3.13,3.16,48,1024,5,3.5,0.9,0.55
2019581240,2019,5,8,12,40,76,7.4,9,3.23,3.18,74,1023.8,4.9,3.5,0.4,0.63
2019581340,2019,5,8,13,40,82,8.3,10.2,3.7,3.28,71,1023.1,5,3.5,0.3,0.66
2019581440,2019,5,8,14,40,73,7,8.5,3.45,3.32,71,1022.3,4.8,3.5,0.8,0.67
2019581540,2019,5,8,15,40,68,6.5,7.8,3.7,3.34,60,1021.3,4.8,3.5,1.4,0.65
2019581640,2019,5,8,16,40,74,7.8,9.7,4,3.31,72,1020.4,5.2,3.5,1.5,0.7
2019581740,2019,5,8,17,40,70,7.3,8.7,4,3.4,71,1019.2,5.6,3.5,1.9,0.7
2019581840,2019,5,8,18,40,74,7.4,8.9,3.85,3.42,81,1017.7,5.6,3.6,2.3,0.73
2019581940,2019,5,8,19,40,77,7.8,9.3,4.17,3.37,76,1016.6,6,3.5,2.8,0.67
2019582040,2019,5,8,20,40,85,8,9.5,4,3.46,84,1014.5,6.4,3.6,3.4,0.8
2019582140,2019,5,8,21,40,84,7.5,8.6,4.35,3.78,92,1013.6,6.5,3.6,3.5,0.91
2019582240,2019,5,8,22,40,91,8.1,9.6,4.17,3.78,93,1012.2,6.8,3.6,3.4,0.9
2019582340,2019,5,8,23,40,105,7.5,8.9,4.55,3.92,96,1011.5,7.3,3.5,3.5,0.95
201959040,2019,5,9,0,40,103,7.3,8.4,5,3.8,85,1010.7,7,3.6,3.6,0.96
201959240,2019,5,9,2,40,109,10.1,12.5,4.76,4.06,105,1009.6,7.5,3.6,2.9,1.24
201959340,2019,5,9,3,40,118,10.9,13.1,5,4.08,109,1008.4,7.8,3.6,3.5,1.33
201959440,2019,5,9,4,40,269,6.8,14.1,5,4.27,107,1009,8,3.6,4.2,1.23
201959540,2019,5,9,5,40,158,3.6,6.7,4.76,4.1,112,1009.7,8.8,3.6,5.8,1.08
201959640,2019,5,9,6,40,121,3.9,5.1,5,4.22,119,1009.2,6.8,3.6,5.7,1.09
201959740,2019,5,9,7,40,118,5.1,6.1,5,4.21,127,1007.5,6.8,3.6,6.6,1.02
201959840,2019,5,9,8,40,120,7.1,8.5,4.76,3.91,125,1006.7,6.6,3.5,6.4,0.84
201959940,2019,5,9,9,40,101,7.4,8.8,4.76,3.8,132,1005.8,6.3,3.5,6,0.8
2019591040,2019,5,9,10,40,97,5.7,6.8,4.35,3.67,135,1005.1,5.9,3.5,5.7,0.76
2019591140,2019,5,9,11,40,103,5.2,7.4,4.35,3.52,149,1003.8,5.9,3.5,5.7,0.67
2019591240,2019,5,9,12,40,123,4.1,5.5,4.17,3.39,151,1004.6,6.1,3.5,5.9,0.56
2019591340,2019,5,9,13,40,142,3.6,4.6,4,3.28,162,1004.3,6.4,3.5,6.3,0.46
2019591440,2019,5,9,14,40,180,3.4,4.2,3.13,3.24,109,1004.1,6.5,3.6,6.2,0.39
2019591540,2019,5,9,15,40,199,4.3,4.9,3.45,3.18,149,1005.3,6.4,3.6,6.2,0.31
2019591640,2019,5,9,16,40,194,4.6,5.4,17.39,3.38,301,1005.4,7.2,3.6,7,0.32
2019591740,2019,5,9,17,40,188,5.3,6.5,3.03,2.86,111,1005.7,7.1,3.7,6.8,0.33
2019591840,2019,5,9,18,40,231,4.9,5.6,2.94,2.81,137,1006.6,6.9,3.6,6.6,0.31
2019591940,2019,5,9,19,40,231,6,6.9,2.86,2.79,166,1007.4,7.1,3.7,6.6,0.35
2019592040,2019,5,9,20,40,244,5.7,6.6,2.94,2.87,234,1008.5,6.8,3.6,5.7,0.42
2019592140,2019,5,9,21,40,265,5.9,7,3.23,2.96,234,1009,6.3,3.7,4.8,0.44
2019592240,2019,5,9,22,40,262,5.2,6,3.13,2.98,235,1009.5,6.4,3.6,4.4,0.46
2019592340,2019,5,9,23,40,243,4.5,5.3,3.7,3.23,256,1010.5,6.2,3.6,4,0.49
2019510040,2019,5,10,0,40,247,4,4.6,3.85,3.27,248,1011.2,5.6,3.6,4,0.46
2019510140,2019,5,10,1,40,284,3.2,4.5,3.57,3.32,261,1012.3,5.1,3.6,4,0.45
2019510240,2019,5,10,2,40,309,4.1,5,3.7,3.26,246,1012.5,5.1,3.6,3.8,0.47
2019510340,2019,5,10,3,40,306,5.5,6.6,3.45,3.11,245,1013.1,5.1,3.6,3.5,0.42
2019510440,2019,5,10,4,40,290,4.9,5.9,3.13,2.99,297,1013.6,4.7,3.6,3.4,0.46
2019510540,2019,5,10,5,40,298,3.5,4.6,3.33,3.08,275,1014.6,4.8,3.6,3.6,0.46
2019510640,2019,5,10,6,40,335,3.2,3.8,3.57,3.13,323,1014.4,3.9,3.6,3.6,0.49
2019510740,2019,5,10,7,40,305,4,4.9,3.45,3.08,311,1015.3,4,3.6,3.4,0.41
2019510840,2019,5,10,8,40,334,4.9,5.8,3.33,2.96,314,1015.9,3.9,3.6,3.6,0.37
2019510940,2019,5,10,9,40,326,2.7,3.9,3.23,2.89,317,1016.5,3.8,3.6,3.3,0.31
20195101040,2019,5,10,10,40,340,3.6,4.2,3.33,2.86,326,1016.6,3.9,3.6,3,0.38
20195101140,2019,5,10,11,40,303,3,3.7,3.23,2.91,331,1017.8,4,3.6,2.6,0.29
20195101240,2019,5,10,12,40,282,2.4,2.9,2.86,2.92,333,1019.7,4,3.6,2.2,0.26
20195101340,2019,5,10,13,40,304,4.7,5.6,3.23,2.91,349,1019.7,4.1,3.6,1.9,0.27
